time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-04-07T04:23:08.309Z,44.2927,-115.2049,10,2.8,ml,,66,0.927,0.85,us,us70008qdb,2020-04-10T00:13:03.040Z,"71km ESE of Cascade, Idaho",earthquake,1.7,2,0.041,78,reviewed,us,us
2020-04-07T03:26:52.913Z,11.6912,-61.1049,30.97,5.2,mww,,69,0.693,1.07,us,us70008qcr,2020-04-07T20:20:20.431Z,"69km NW of Scarborough, Trinidad and Tobago",earthquake,6.7,5.6,0.078,16,reviewed,us,us
2020-04-07T03:21:19.200Z,18.0141,-66.8193,16,2.65,md,18,132,0.0715,0.14,pr,pr2020098001,2020-04-07T05:20:57.275Z,"2km W of Guayanilla, Puerto Rico",earthquake,0.46,0.51,0.31,16,reviewed,pr,pr
2020-04-07T03:02:47.340Z,35.111,-95.52833333,7.23,2.63,ml,84,68,0,0.23,ok,ok2020gvlv,2020-04-09T23:40:35.040Z,"13km W of Quinton, Oklahoma",earthquake,,0.5,0.22,16,reviewed,ok,ok
2020-04-07T02:37:45.152Z,-10.2519,161.203,54.51,4.7,mb,,128,1.477,0.76,us,us70008qcm,2020-04-07T03:27:05.040Z,"81km WNW of Kirakira, Solomon Islands",earthquake,14.2,8.5,0.069,64,reviewed,us,us
2020-04-07T01:52:19.862Z,17.4703,-101.1898,35,4.8,mb,,183,2.165,1,us,us70008qbg,2020-04-08T00:36:21.014Z,"9km ESE of Petatlan, Mexico",earthquake,8.4,2,0.025,483,reviewed,us,us
2020-04-07T00:13:33.870Z,20.205,-155.7946667,12.14,3.04,ml,57,149,0.08099,0.17,hv,hv71462092,2020-04-08T07:37:06.102Z,"7km S of Kapaau, Hawaii",earthquake,0.61,0.36,0.164,36,reviewed,hv,hv
2020-04-06T23:45:01.895Z,44.3013,-115.1029,10,3.1,ml,,65,0.89,0.83,us,us70008q9s,2020-04-07T06:48:34.732Z,"72km WSW of Challis, Idaho",earthquake,1.9,2,0.038,90,reviewed,us,us
2020-04-06T23:17:23.170Z,36.8925,-121.6201667,5.17,2.83,md,78,34,0.0267,0.12,nc,nc73365005,2020-04-08T15:23:12.422Z,"2km ENE of Aromas, CA",earthquake,0.15,0.31,0.143,88,reviewed,nc,nc
2020-04-06T22:34:31.982Z,44.4424,-115.2285,10,2.7,ml,,57,0.847,0.61,us,us70008q95,2020-04-10T02:49:58.040Z,"65km E of Cascade, Idaho",earthquake,1.7,2,0.048,58,reviewed,us,us
2020-04-06T21:26:23.482Z,44.1383,-115.5899,18.64,2.8,ml,,70,0.743,0.49,us,us70008q7w,2020-04-10T02:48:59.475Z,"39km NNE of Idaho City, Idaho",earthquake,2.7,3.2,0.049,54,reviewed,us,us
2020-04-06T21:07:43.840Z,17.8981,-66.8753,15,3.27,md,19,210,0.0771,0.16,pr,pr2020097022,2020-04-10T02:46:39.040Z,"10km SE of Guanica, Puerto Rico",earthquake,0.72,0.53,0.24,14,reviewed,pr,pr
2020-04-06T21:02:52.920Z,17.9001,-66.8583,14,2.98,md,14,226,0.0779,0.22,pr,pr2020097023,2020-04-06T21:57:33.412Z,"9km SSE of Guanica, Puerto Rico",earthquake,0.88,0.91,0.22,7,reviewed,pr,pr
2020-04-06T20:40:08.872Z,69.2116,-144.6686,0,2.9,ml,,,,0.8,ak,ak0204gr9xd8,2020-04-06T21:15:24.040Z,"110km SSW of Kaktovik, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-04-06T20:17:09.660Z,17.9845,-66.9268,10,3.57,md,21,162,0.0485,0.12,pr,pr2020097021,2020-04-07T20:18:30.394Z,"22km S of Guanica, Puerto Rico",earthquake,0.38,0.37,0.17,15,reviewed,pr,pr
2020-04-06T19:43:31.920Z,36.2115,-91.0896667,16.1,2.46,md,75,45,0.1505,0.21,nm,nm60286347,2020-04-08T05:15:16.024Z,"11km SW of Pocahontas, Arkansas",earthquake,0.26,0.41,0.167,57,reviewed,nm,nm
2020-04-06T19:41:02.485Z,59.8041,-153.2023,121.3,3.4,ml,,,,0.48,ak,ak0204gqootw,2020-04-06T21:00:15.040Z,"76km W of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-04-06T19:20:27.360Z,2.8254,95.753,35,5,mb,,102,2.366,0.7,us,us70008q3h,2020-04-06T19:51:58.040Z,"79km WNW of Sinabang, Indonesia",earthquake,8.4,1.9,0.069,68,reviewed,us,us
2020-04-06T19:14:47.149Z,54.4242,164.1943,10,4.3,mb,,193,3.58,0.81,us,us70008q3d,2020-04-06T20:43:48.040Z,"143km SW of Nikol'skoye, Russia",earthquake,13.8,2,0.065,67,reviewed,us,us
2020-04-06T18:10:02.970Z,35.6768333,-117.5188333,9.07,3.03,ml,41,61,0.1197,0.15,ci,ci39138391,2020-04-07T06:34:34.526Z,"14km SW of Searles Valley, CA",earthquake,0.14,0.42,0.126,80,reviewed,ci,ci
2020-04-06T18:07:29.887Z,44.3115,-115.1652,10,2.6,ml,,82,0.924,1.05,us,us70008q19,2020-04-06T20:11:30.040Z,"73km ESE of Cascade, Idaho",earthquake,1.5,2,0.048,56,reviewed,us,us
2020-04-06T18:02:01.550Z,-21.5867,-175.3961,43.23,5,mb,,40,5.707,0.71,us,us70008q1c,2020-04-06T18:47:45.211Z,"47km SSW of Vaini, Tonga",earthquake,9.7,5.7,0.053,112,reviewed,us,us
2020-04-06T17:06:26.290Z,17.9293,-66.842,12,2.8,md,18,196,0.059,0.2,pr,pr2020097019,2020-04-06T17:26:54.707Z,"7km SSW of Indios, Puerto Rico",earthquake,0.66,0.45,0.42,9,reviewed,pr,pr
2020-04-06T17:04:52.828Z,37.4231,-103.0128,5,2.7,mb_lg,,96,1.007,0.48,us,us70008pzm,2020-04-06T22:03:21.006Z,"35km W of Springfield, Colorado",earthquake,1.6,1.9,0.057,80,reviewed,us,us
2020-04-06T16:51:58.500Z,17.9273,-66.6141,7,2.62,md,10,191,0.1158,0.22,pr,pr2020097018,2020-04-06T17:56:37.351Z,"9km S of Ponce, Puerto Rico",earthquake,0.64,0.3,0.13,6,reviewed,pr,pr
2020-04-06T16:34:06.630Z,33.2318333,-117.5563333,13.93,2.73,ml,68,143,0.153,0.18,ci,ci39138175,2020-04-07T11:19:29.019Z,"16km W of Camp Pendleton South, CA",earthquake,0.28,0.4,0.15,95,reviewed,ci,ci
2020-04-06T16:20:25.629Z,-24.4128,-70.678,59.72,4,ml,,184,0.327,0.29,us,us70008pyf,2020-04-06T18:03:50.040Z,"89km SSW of Antofagasta, Chile",earthquake,10,20.9,0.057,40,reviewed,us,us
2020-04-06T16:18:24.570Z,18.0168,-66.8178,18,2.57,md,14,130,0.0742,0.18,pr,pr2020097017,2020-04-06T16:39:50.801Z,"2km W of Guayanilla, Puerto Rico",earthquake,0.54,0.6,0.29,7,reviewed,pr,pr
2020-04-06T15:58:14.840Z,33.577,-115.9081667,8.24,3.51,mw,90,32,0.03807,0.17,ci,ci39138119,2020-04-10T03:56:07.655Z,"6km NNE of North Shore, CA",earthquake,0.13,0.36,,4,reviewed,ci,ci
2020-04-06T15:40:39.040Z,17.8816,-66.8841,11,2.52,md,18,217,0.0936,0.11,pr,pr2020097016,2020-04-06T16:22:33.361Z,"10km SSE of Guanica, Puerto Rico",earthquake,0.38,0.39,0.19,8,reviewed,pr,pr
2020-04-06T14:46:33.765Z,44.383,-115.1866,10,2.6,ml,,82,0.912,1.11,us,us70008pwm,2020-04-06T17:59:57.040Z,"69km ESE of Cascade, Idaho",earthquake,2.4,2,0.049,54,reviewed,us,us
2020-04-06T14:27:44.650Z,17.9936,-66.8278,14,2.52,md,12,155,0.0546,0.22,pr,pr2020097014,2020-04-06T15:50:21.552Z,"0km W of Indios, Puerto Rico",earthquake,0.62,0.81,0.14,4,reviewed,pr,pr
2020-04-06T12:24:44.430Z,19.4098333,-155.1858333,23.37,2.76,ml,57,48,0.03402,0.12,hv,hv71461507,2020-04-07T01:02:44.330Z,"5km ESE of Volcano, Hawaii",earthquake,0.33,0.29,0.21,33,reviewed,hv,hv
2020-04-06T11:55:33.127Z,44.3156,-115.0863,12.82,2.8,ml,,64,0.896,0.71,us,us70008pvi,2020-04-06T14:21:57.040Z,"71km WSW of Challis, Idaho",earthquake,1.6,10.4,0.039,88,reviewed,us,us
2020-04-06T11:48:19.930Z,44.2701,-115.1261,16.34,2.8,ml,,67,0.874,0.59,us,us70008pvf,2020-04-06T17:17:29.180Z,"75km WSW of Challis, Idaho",earthquake,1.2,10.1,0.041,80,reviewed,us,us
2020-04-06T11:42:44.743Z,44.3165,-115.2043,15.42,3.1,ml,,64,0.945,0.74,us,us70008pvb,2020-04-06T17:09:17.540Z,"70km ESE of Cascade, Idaho",earthquake,1.9,10.2,0.033,118,reviewed,us,us
2020-04-06T11:08:19.430Z,17.9993,-66.7941,14,3.22,md,19,154,0.0885,0.14,pr,pr2020097013,2020-04-06T12:32:21.930Z,"2km SE of Guayanilla, Puerto Rico",earthquake,0.36,0.45,0.22,14,reviewed,pr,pr
2020-04-06T10:47:28.810Z,44.4543333,-115.1828333,6.61,2.94,ml,11,81,0.86,0.21,mb,mb80397614,2020-04-06T17:25:22.870Z,"68km E of Cascade, Idaho",earthquake,0.92,1.82,0.298,18,reviewed,mb,mb
2020-04-06T10:37:39.831Z,61.2256,-147.7518,17.1,2.7,ml,,,,0.81,ak,ak0204glb0ig,2020-04-06T10:46:02.081Z,"71km NE of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-04-06T10:16:57.520Z,17.911,-66.8481,15,2.65,md,15,228,0.0712,0.19,pr,pr2020097012,2020-04-06T11:02:56.780Z,"8km SSE of Maria Antonia, Puerto Rico",earthquake,0.8,0.58,0.39,3,reviewed,pr,pr
2020-04-06T10:14:48.735Z,51.1128,-179.8812,53.53,4.2,mb,,230,0.578,0.85,us,us70008pu7,2020-04-06T16:10:26.793Z,"56km WSW of Amatignak Island, Alaska",earthquake,14,24.2,0.09,34,reviewed,us,us
2020-04-06T10:09:09.930Z,17.944,-66.838,12,3.04,md,19,190,0.0516,0.13,pr,pr2020097011,2020-04-06T10:44:49.797Z,"5km SSW of Indios, Puerto Rico",earthquake,0.58,0.38,0.4,12,reviewed,pr,pr
2020-04-06T09:41:11.041Z,44.4007,-115.2582,10.09,2.5,ml,,58,0.866,1.12,us,us70008ptl,2020-04-10T13:06:24.040Z,"63km ESE of Cascade, Idaho",earthquake,5.1,10.3,0.053,46,reviewed,us,us
2020-04-06T08:59:08.110Z,17.9506,-66.8801,10,2.92,md,18,195,0.0245,0.12,pr,pr2020097010,2020-04-06T09:45:44.430Z,"3km SE of Guanica, Puerto Rico",earthquake,0.53,0.35,0.23,15,reviewed,pr,pr
2020-04-06T08:49:30.370Z,17.9511,-66.966,7,2.57,md,13,209,0.0803,0.12,pr,pr2020097008,2020-04-06T09:28:00.883Z,"6km WSW of Guanica, Puerto Rico",earthquake,0.52,0.27,0.47,11,reviewed,pr,pr
2020-04-06T08:31:08.340Z,17.9608,-66.9046,10,2.66,md,16,201,0.0291,0.11,pr,pr2020097009,2020-04-06T09:29:39.971Z,"1km SSE of Guanica, Puerto Rico",earthquake,0.53,0.39,0.34,13,reviewed,pr,pr
2020-04-06T07:58:51.530Z,17.98,-66.7655,12,2.93,md,18,177,0.1138,0.12,pr,pr2020097007,2020-04-06T09:24:26.315Z,"4km S of Magas Arriba, Puerto Rico",earthquake,0.45,0.33,0.18,15,reviewed,pr,pr
2020-04-06T07:47:37.304Z,51.8317,-177.7939,10,2.7,ml,,136,0.021,0.58,us,us70008ra8,2020-04-10T08:36:24.040Z,"24km ESE of Tanaga Volcano, Alaska",earthquake,1.5,1.4,0.128,8,reviewed,us,us
2020-04-06T07:41:44.165Z,39.7414,141.9895,54.77,4.2,mb,,122,1.263,0.59,us,us70008ps9,2020-04-06T08:10:42.040Z,"12km NNE of Miyako, Japan",earthquake,8.2,8.1,0.118,20,reviewed,us,us
2020-04-06T06:52:05.341Z,44.2707,-115.1102,10,2.5,ml,,87,0.868,0.65,us,us70008prw,2020-04-06T07:09:06.040Z,"74km WSW of Challis, Idaho",earthquake,2.2,2,0.053,46,reviewed,us,us
2020-04-06T06:11:38.500Z,17.8476,-66.892,11,2.55,md,14,256,0.1281,0.09,pr,pr2020097006,2020-04-06T07:16:18.342Z,"13km S of Guanica, Puerto Rico",earthquake,0.75,0.51,0.22,12,reviewed,pr,pr
2020-04-06T06:04:19.290Z,17.9311,-66.8711,11,2.9,md,19,208,0.0447,0.11,pr,pr2020097005,2020-04-06T06:59:54.654Z,"5km SE of Guanica, Puerto Rico",earthquake,0.39,0.37,0.15,15,reviewed,pr,pr
2020-04-06T05:53:45.977Z,44.1144,-115.0654,10,2.7,ml,,79,0.725,0.52,us,us70008prc,2020-04-06T12:12:01.040Z,"69km ENE of Idaho City, Idaho",earthquake,1.7,2,0.044,68,reviewed,us,us
2020-04-06T05:36:00.432Z,44.131,-115.0686,10,2.5,ml,,78,0.739,0.49,us,us70008pr5,2020-04-06T11:34:05.040Z,"70km ENE of Idaho City, Idaho",earthquake,1.3,2,0.066,30,reviewed,us,us
2020-04-06T05:31:03.744Z,1.4703,126.4658,43.93,4.8,mb,,91,1.137,0.69,us,us70008pr4,2020-04-06T06:05:11.040Z,"125km NW of Kota Ternate, Indonesia",earthquake,8.2,7.8,0.076,53,reviewed,us,us
2020-04-06T04:22:00.354Z,44.4078,-115.1672,10,2.5,ml,,60,0.902,0.85,us,us70008ppw,2020-04-10T02:26:41.040Z,"70km E of Cascade, Idaho",earthquake,2.2,2,0.055,44,reviewed,us,us
2020-04-06T04:04:10.590Z,37.524,-118.8533333,7.41,2.66,md,32,107,0.06867,0.04,nc,nc73364600,2020-04-08T23:51:41.736Z,"16km WSW of Toms Place, CA",earthquake,0.23,0.68,0.247,35,reviewed,nc,nc
2020-04-06T03:55:50.764Z,44.4528,-115.3009,10,2.6,ml,,59,0.806,1.44,us,us70008pp7,2020-04-10T02:14:58.040Z,"59km E of Cascade, Idaho",earthquake,2.6,2,0.051,50,reviewed,us,us
2020-04-06T03:53:00.499Z,-8.9733,158.1255,10,4.3,mb,,215,1.857,0.86,us,us70008sia,2020-04-10T01:36:44.040Z,"142km SW of Dadali, Solomon Islands",earthquake,10.7,2,0.201,8,reviewed,us,us
2020-04-06T03:15:51.511Z,44.1769,-115.1239,10,2.7,ml,,71,0.8,0.72,us,us70008pnt,2020-04-10T01:11:38.040Z,"68km NE of Idaho City, Idaho",earthquake,2.3,2,0.046,62,reviewed,us,us
2020-04-06T03:12:25.037Z,44.3793,-115.2161,10,2.8,ml,,83,0.902,0.88,us,us70008pnq,2020-04-10T01:08:34.040Z,"67km ESE of Cascade, Idaho",earthquake,2.6,2,0.048,56,reviewed,us,us
2020-04-06T03:02:26.066Z,44.1278,-115.0737,10,2.8,ml,,74,0.739,0.5,us,us70008pnl,2020-04-10T01:06:34.040Z,"69km ENE of Idaho City, Idaho",earthquake,2.1,2,0.048,58,reviewed,us,us
2020-04-06T02:58:01.598Z,44.4671,-115.3117,10,2.6,ml,,60,0.79,0.62,us,us70008pnk,2020-04-09T23:17:59.040Z,"58km E of Cascade, Idaho",earthquake,2.9,2,0.046,62,reviewed,us,us
2020-04-06T02:46:42.801Z,-40.0908,78.353,10,4.7,mb,,77,2.371,1.01,us,us70008sih,2020-04-09T23:08:57.040Z,"260km SSE of Amsterdam Island, France",earthquake,13.2,1.9,0.159,12,reviewed,us,us
2020-04-06T02:41:40.350Z,17.9781,-66.9121,9,2.69,md,18,172,0.033,0.11,pr,pr2020097003,2020-04-06T04:26:01.640Z,"0km NNW of Guanica, Puerto Rico",earthquake,0.32,0.47,0.26,16,reviewed,pr,pr
2020-04-06T02:13:27.458Z,-0.8455,131.4189,39.19,4.1,mb,,111,0.154,1.08,us,us70008si9,2020-04-09T23:01:53.040Z,"19km ENE of Sorong, Indonesia",earthquake,9.8,5.9,0.157,11,reviewed,us,us
2020-04-06T02:07:16.920Z,17.9205,-66.9035,6,2.7,md,16,205,0.0598,0.16,pr,pr2020097002,2020-04-06T05:38:35.102Z,"5km S of Guanica, Puerto Rico",earthquake,0.57,0.36,0.19,13,reviewed,pr,pr
2020-04-06T01:56:42.920Z,-9.7601,118.8493,73.37,4.1,mb,,83,3.526,0.66,us,us70008si8,2020-04-09T22:56:06.040Z,"24km WSW of Panenggoede, Indonesia",earthquake,7.6,11.5,0.233,5,reviewed,us,us
2020-04-06T01:54:37.294Z,-29.5419,-71.7244,44.61,4.4,mwr,,95,0.565,1.08,us,us70008pmv,2020-04-09T22:50:01.292Z,"58km NW of Coquimbo, Chile",earthquake,5.4,3.7,0.058,29,reviewed,us,us
2020-04-06T01:53:05.770Z,17.9281,-66.8491,14,2.49,md,16,197,0.0558,0.14,pr,pr2020097001,2020-04-06T04:29:50.633Z,"7km SE of Guanica, Puerto Rico",earthquake,0.65,0.56,0.31,13,reviewed,pr,pr
2020-04-06T01:52:26.114Z,44.4097,-115.201,7.7,2.6,ml,,59,0.885,0.72,us,us70008pmt,2020-04-09T22:44:36.040Z,"67km E of Cascade, Idaho",earthquake,2.1,5.9,0.059,38,reviewed,us,us
2020-04-06T01:49:07.560Z,17.926,-66.8406,12,2.52,md,17,197,0.0625,0.14,pr,pr2020097004,2020-04-06T04:20:42.737Z,"7km SSW of Indios, Puerto Rico",earthquake,0.63,0.4,0.35,16,reviewed,pr,pr
2020-04-06T01:12:53.022Z,-10.1982,161.1811,60.05,5,mb,,89,1.43,0.59,us,us70008pmf,2020-04-09T22:42:25.040Z,"85km WNW of Kirakira, Solomon Islands",earthquake,8.6,6.2,0.038,221,reviewed,us,us
2020-04-06T00:08:47.370Z,17.8905,-66.8658,11,2.52,md,15,231,0.0857,0.12,pr,pr2020097000,2020-04-06T04:32:51.705Z,"10km SSE of Guanica, Puerto Rico",earthquake,0.65,0.56,0.2,12,reviewed,pr,pr
2020-04-05T23:45:52.376Z,44.3946,-115.2053,10,2.9,ml,,60,0.895,0.93,us,us70008pl2,2020-04-06T00:50:19.759Z,"67km E of Cascade, Idaho",earthquake,1.2,2,0.041,80,reviewed,us,us
2020-04-05T23:42:49.050Z,17.8605,-66.8831,9,2.79,md,19,247,0.1147,0.13,pr,pr2020096050,2020-04-09T20:39:41.040Z,"19km S of Guanica, Puerto Rico",earthquake,0.64,0.98,0.22,18,reviewed,pr,pr
2020-04-05T23:39:52.710Z,40.7433333,-112.0485,9.98,2.52,ml,42,24,0.01897,0.16,uu,uu60374497,2020-04-09T20:38:30.040Z,"5km NE of Magna, Utah",earthquake,0.26,0.41,0.108,11,reviewed,uu,uu
2020-04-05T23:13:24.780Z,17.9445,-66.9311,9,2.53,md,15,201,0.0602,0.14,pr,pr2020096048,2020-04-06T05:07:18.818Z,"3km SW of Guanica, Puerto Rico",earthquake,0.42,0.54,0.22,11,reviewed,pr,pr
2020-04-05T23:11:58.930Z,33.4976667,-116.5215,10.39,2.6,ml,115,26,0.0602,0.19,ci,ci39135751,2020-04-06T20:26:41.207Z,"16km ESE of Anza, CA",earthquake,0.1,0.2,0.157,122,reviewed,ci,ci
2020-04-05T23:05:43.276Z,44.3948,-115.2077,10,3.2,ml,,60,0.893,1.19,us,us70008pk8,2020-04-06T17:02:03.070Z,"67km E of Cascade, Idaho",earthquake,1.7,2,0.034,112,reviewed,us,us
2020-04-05T23:01:09.520Z,18.3646,-67.3778,123,4.05,md,23,143,0.1033,0.2,pr,pr2020096046,2020-04-06T23:03:28.680Z,"28km NW of Rincon, Puerto Rico",earthquake,1.82,0.84,0.2,21,reviewed,pr,pr
2020-04-05T22:46:17.860Z,17.9295,-66.8351,11,2.64,md,15,210,0.0634,0.13,pr,pr2020096049,2020-04-06T05:01:21.106Z,"7km SSW of Indios, Puerto Rico",earthquake,0.65,0.48,0.28,14,reviewed,pr,pr
2020-04-05T22:42:53.832Z,-5.2757,102.5135,35,4.9,mb,,65,1.01,0.95,us,us70008pjp,2020-04-10T02:07:08.040Z,"141km W of Kuripan, Indonesia",earthquake,6,1.9,0.075,55,reviewed,us,us
2020-04-05T22:42:28.123Z,1.4023,126.4522,53.5,4.6,mb,,90,1.108,0.65,us,us70008pjw,2020-04-10T02:08:31.040Z,"122km NW of Kota Ternate, Indonesia",earthquake,7.3,7.4,0.092,35,reviewed,us,us
2020-04-05T22:37:18.820Z,33.4961667,-116.4961667,13.25,3.5,mw,141,28,0.06774,0.21,ci,ci39135575,2020-04-10T20:22:42.459Z,"18km ESE of Anza, CA",earthquake,0.1,0.22,,4,reviewed,ci,ci
2020-04-05T22:34:49.700Z,33.498,-116.496,12.65,2.64,ml,120,29,0.06615,0.19,ci,ci39135567,2020-04-10T02:01:22.040Z,"18km ESE of Anza, CA",earthquake,0.11,0.24,0.139,118,reviewed,ci,ci
2020-04-05T22:32:06.180Z,17.9418,-66.8366,11,2.79,md,18,191,0.0541,0.16,pr,pr2020096047,2020-04-06T05:13:53.298Z,"6km SSW of Indios, Puerto Rico",earthquake,0.54,0.43,0.33,16,reviewed,pr,pr
2020-04-05T22:23:48.950Z,19.2391667,-155.405,32.51,2.76,ml,61,110,0.007277,0.12,hv,hv71460657,2020-04-10T01:19:21.040Z,"8km NE of Pahala, Hawaii",earthquake,0.41,0.51,0.151,35,reviewed,hv,hv
2020-04-05T21:55:12.390Z,17.9153,-66.935,12,3.46,md,19,223,0.0818,0.15,pr,pr2020096044,2020-04-10T00:33:03.040Z,"8km S of Guanica, Puerto Rico",earthquake,0.88,0.46,0.33,19,reviewed,pr,pr
2020-04-05T21:54:23.660Z,33.5015,-116.526,11.1,2.7,ml,116,27,0.05601,0.19,ci,ci39135327,2020-04-10T00:30:27.040Z,"15km ESE of Anza, CA",earthquake,0.1,0.3,0.163,112,reviewed,ci,ci
2020-04-05T21:43:03.760Z,17.9348,-66.8401,11,2.79,md,17,194,0.0561,0.28,pr,pr2020096043,2020-04-06T05:22:25.442Z,"6km SSW of Indios, Puerto Rico",earthquake,0.88,0.63,0.14,13,reviewed,pr,pr
2020-04-05T21:09:32.900Z,17.9285,-66.8411,12,2.69,md,16,196,0.0602,0.1,pr,pr2020096045,2020-04-06T05:20:21.100Z,"7km SSW of Indios, Puerto Rico",earthquake,0.56,0.37,0.28,11,reviewed,pr,pr
2020-04-05T21:07:44.910Z,33.5036667,-116.5278333,10.53,3.49,mw,143,26,0.05376,0.2,ci,ci39134871,2020-04-10T18:54:21.815Z,"15km ESE of Anza, CA",earthquake,0.1,0.19,,4,reviewed,ci,ci
2020-04-05T20:44:06.223Z,0.9121,118.7541,53.61,4.7,mb,,111,2.037,1.13,us,us70008pgq,2020-04-05T21:01:57.040Z,"164km ENE of Bontang, Indonesia",earthquake,7.3,7,0.142,15,reviewed,us,us
2020-04-05T20:21:05.188Z,36.6703,70.9922,243.17,4.5,mb,,72,2.037,0.97,us,us70008pga,2020-04-05T20:47:04.040Z,"25km SSE of Jarm, Afghanistan",earthquake,9.2,10.3,0.14,15,reviewed,us,us
2020-04-05T20:14:07.550Z,17.9308,-66.8433,13,2.77,md,15,209,0.057,0.14,pr,pr2020096041,2020-04-06T05:27:12.913Z,"7km SSW of Indios, Puerto Rico",earthquake,0.64,0.35,0.24,13,reviewed,pr,pr
2020-04-05T20:10:20.380Z,17.9428,-66.8386,12,2.61,md,18,190,0.0519,0.22,pr,pr2020096039,2020-04-06T05:29:00.138Z,"6km SSW of Indios, Puerto Rico",earthquake,0.77,0.41,0.22,14,reviewed,pr,pr
2020-04-05T19:20:46.230Z,37.5271667,-118.8526667,7.82,4.05,mw,42,89,0.06548,0.05,nc,nc73364330,2020-04-09T14:03:57.151Z,"16km WSW of Toms Place, CA",earthquake,0.21,0.49,,4,reviewed,nc,nc
2020-04-05T18:52:44.680Z,17.938,-66.839,12,3.41,md,19,193,0.0547,0.14,pr,pr2020096036,2020-04-06T18:54:28.121Z,"3km WSW of Indios, Puerto Rico",earthquake,0.63,0.39,0.17,17,reviewed,pr,pr
2020-04-05T18:37:10.487Z,1.4007,126.4427,53.62,5.9,mww,,44,1.115,1.38,us,us70008peg,2020-04-06T18:38:53.207Z,"123km NW of Kota Ternate, Indonesia",earthquake,6.4,6.6,0.052,35,reviewed,us,us
2020-04-05T18:33:01.780Z,17.9353,-66.839,12,3.16,md,19,193,0.0566,0.16,pr,pr2020096037,2020-04-05T19:41:49.919Z,"6km SSW of Indios, Puerto Rico",earthquake,0.65,0.43,0.12,16,reviewed,pr,pr
2020-04-05T18:22:46.523Z,63.4901,-151.7756,8.6,2.8,ml,,,,1.2,ak,ak0204f2fxn6,2020-04-05T19:37:12.040Z,"127km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-04-05T18:19:16.164Z,44.3818,-115.1679,10,3,ml,,63,0.921,0.67,us,us70008pdw,2020-04-05T20:16:36.108Z,"71km ESE of Cascade, Idaho",earthquake,2,2,0.038,92,reviewed,us,us
2020-04-05T17:51:09.830Z,17.9585,-66.8561,11,2.55,md,14,191,0.0284,0.17,pr,pr2020096034,2020-04-05T18:27:42.956Z,"4km ESE of Maria Antonia, Puerto Rico",earthquake,0.48,0.41,0.19,9,reviewed,pr,pr
2020-04-05T17:50:30.744Z,26.4752,92.8224,49.42,4.7,mb,,79,1.254,0.79,us,us70008pdi,2020-04-07T14:24:47.482Z,"17km S of Tezpur, India",earthquake,6.5,6.7,0.096,33,reviewed,us,us
2020-04-05T17:49:07.673Z,44.3497,-115.1298,10,2.9,ml,,62,0.941,0.58,us,us70008pdf,2020-04-06T01:51:47.854Z,"73km WSW of Challis, Idaho",earthquake,2.5,2,0.041,78,reviewed,us,us
2020-04-05T17:12:32.647Z,44.3809,-115.1822,10,2.5,ml,,82,0.916,1,us,us70008pcp,2020-04-06T01:15:11.743Z,"70km ESE of Cascade, Idaho",earthquake,1.6,2,0.059,38,reviewed,us,us
2020-04-05T17:12:29.423Z,51.3748,-179.8647,18.27,3.9,ml,,195,0.523,0.34,us,us70008pew,2020-04-06T01:15:15.318Z,"54km WNW of Amatignak Island, Alaska",earthquake,6,12.8,0.115,10,reviewed,us,us
2020-04-05T17:03:18.280Z,17.9061,-66.8565,15,2.45,md,16,223,0.0726,0.13,pr,pr2020096042,2020-04-06T05:24:31.274Z,"8km SSE of Maria Antonia, Puerto Rico",earthquake,0.54,0.52,0.14,10,reviewed,pr,pr
2020-04-05T16:55:02.189Z,52.6026,173.22,38.3,4.3,mb,,85,0.55,0.52,us,us70008shd,2020-04-09T21:05:03.040Z,"27km S of Attu Station, Alaska",earthquake,6.1,7.4,0.099,29,reviewed,us,us
2020-04-05T16:39:45.840Z,17.9515,-66.8705,15,2.92,md,17,189,0.0252,0.4,pr,pr2020096040,2020-04-05T21:16:41.527Z,"3km SE of Maria Antonia, Puerto Rico",earthquake,1.43,0.93,0.28,14,reviewed,pr,pr
2020-04-05T16:35:02.660Z,17.9336,-66.8415,12,2.68,md,19,194,0.0561,0.24,pr,pr2020096032,2020-04-06T00:39:07.790Z,"7km SSW of Indios, Puerto Rico",earthquake,0.71,0.47,0.29,15,reviewed,pr,pr
2020-04-05T16:29:34.233Z,-20.1293,-70.1161,50.4,4.6,mwr,,121,0.26,0.52,us,us70008pbr,2020-04-09T20:38:56.173Z,"10km NNE of Iquique, Chile",earthquake,4.1,5.5,,,reviewed,us,guc
2020-04-05T16:27:57.162Z,17.9933,-66.8863,10,3.3,ml,,167,0.087,0.22,us,us70008pbk,2020-04-06T02:37:15.531Z,"1km N of Maria Antonia, Puerto Rico",earthquake,1.5,1.8,0.07,27,reviewed,us,us
