time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-04-08T19:49:15.474Z,-43.6347,172.544,10,3.7,ml,,91,0.107,0.98,us,us70008rwa,2020-04-09T05:04:29.354Z,"5km ENE of Lincoln, New Zealand",earthquake,4.2,2,0.081,20,reviewed,us,us
2020-04-08T19:30:12.140Z,17.9675,-66.9753,18,2.69,md,7,187,0.0689,0.39,pr,pr2020099025,2020-04-08T20:00:09.250Z,"6km WSW of Fuig, Puerto Rico",earthquake,1.81,1.6,0.1,4,reviewed,pr,pr
2020-04-08T19:12:34.810Z,18.0725,-66.7765,5,3.27,md,18,52,0.1415,0.19,pr,pr2020099024,2020-04-09T00:44:20.564Z,"2km WNW of Santo Domingo, Puerto Rico",earthquake,0.26,0.44,0.07,9,reviewed,pr,pr
2020-04-08T18:08:00.769Z,44.2883,-115.1594,10,2.7,ml,,66,0.903,0.99,us,us70008rty,2020-04-08T22:43:01.040Z,"74km ESE of Cascade, Idaho",earthquake,1.3,2,0.045,66,reviewed,us,us
2020-04-08T17:23:45.002Z,44.123,-115.0796,10,3.7,mwr,,74,0.739,1.04,us,us70008rt1,2020-04-09T04:54:35.771Z,"68km ENE of Idaho City, Idaho",earthquake,2,2,0.053,34,reviewed,us,us
2020-04-08T17:21:59.575Z,44.1475,-115.0938,10,3,ml,,101,0.764,1.09,us,us70008rt4,2020-04-09T04:09:23.671Z,"69km ENE of Idaho City, Idaho",earthquake,1.9,2,0.128,8,reviewed,us,us
2020-04-08T17:00:12.070Z,17.9783,-66.779,11,2.82,md,16,178,0.1002,0.21,pr,pr2020099023,2020-04-08T17:38:48.164Z,"4km SSE of Guayanilla, Puerto Rico",earthquake,0.53,0.43,0.32,6,reviewed,pr,pr
2020-04-08T15:35:51.862Z,44.3983,-115.1768,13.67,2.6,ml,,63,1,0.34,us,us70008rpu,2020-04-08T23:38:20.964Z,"70km E of Cascade, Idaho",earthquake,4.2,10.3,0.052,48,reviewed,us,us
2020-04-08T14:57:27.607Z,-2.8187,138.98,44.88,4.2,mb,,98,6.723,0.55,us,us70008rp6,2020-04-09T07:21:29.040Z,"179km W of Abepura, Indonesia",earthquake,7.3,9,0.128,17,reviewed,us,us
2020-04-08T14:32:49.760Z,10.4687,-83.3416,10,4.4,mb,,131,1.594,0.43,us,us70008rnq,2020-04-09T02:27:22.694Z,"42km N of Batan, Costa Rica",earthquake,8.4,1.9,0.081,44,reviewed,us,us
2020-04-08T14:30:36.383Z,51.3911,-178.3604,33.25,3.6,mb,,202,0.327,0.57,us,us70008rw7,2020-04-09T07:15:33.044Z,"54km ENE of Amatignak Island, Alaska",earthquake,3.1,10.3,0.158,10,reviewed,us,us
2020-04-08T14:17:30.283Z,44.3973,-115.1644,10,2.8,ml,,51,0.911,1,us,us70008rnf,2020-04-09T07:11:18.109Z,"71km E of Cascade, Idaho",earthquake,2,2,0.044,68,reviewed,us,us
2020-04-08T13:46:33.540Z,19.4683,-65.5153,84,3.79,md,13,313,1.3675,0.3,pr,pr2020099022,2020-04-09T06:38:55.040Z,"128km NNE of Vieques, Puerto Rico",earthquake,3.19,6.92,0.09,9,reviewed,pr,pr
2020-04-08T13:45:44.270Z,17.9643,-66.835,13,2.57,md,11,202,0.0455,0.39,pr,pr2020099021,2020-04-08T14:15:27.533Z,"3km SSW of Indios, Puerto Rico",earthquake,1.62,0.73,0.08,6,reviewed,pr,pr
2020-04-08T13:20:21.210Z,18.0156,-66.7705,14,3.03,md,19,78,0.116,0.19,pr,pr2020099020,2020-04-09T06:33:26.040Z,"1km E of Magas Arriba, Puerto Rico",earthquake,0.36,0.65,0.22,13,reviewed,pr,pr
2020-04-08T13:19:44.512Z,56.3412,-157.7253,44.9,2.8,ml,,,,0.68,ak,ak0204jy2620,2020-04-09T06:18:12.040Z,"61km E of Chignik Lake, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-04-08T12:14:28.180Z,17.8681,-66.8886,10,2.73,md,9,223,0.1074,0.37,pr,pr2020099019,2020-04-08T12:31:58.994Z,"11km S of Guanica, Puerto Rico",earthquake,1.15,1.35,0.27,4,reviewed,pr,pr
2020-04-08T11:50:03.740Z,17.9845,-66.8266,12,2.86,md,19,168,0.0534,0.2,pr,pr2020099018,2020-04-08T12:29:40.170Z,"1km SW of Indios, Puerto Rico",earthquake,0.48,0.35,0.3,12,reviewed,pr,pr
2020-04-08T11:35:22.600Z,17.9766,-66.7331,13,2.62,md,12,181,0.1431,0.14,pr,pr2020099017,2020-04-08T12:02:59.722Z,"2km SW of Tallaboa, Puerto Rico",earthquake,0.57,0.29,0.27,9,reviewed,pr,pr
2020-04-08T11:27:03.630Z,19.2286667,-155.4261667,31.1,3.12,md,62,128,0.02848,0.13,hv,hv71464172,2020-04-09T11:28:06.870Z,"6km NE of Pahala, Hawaii",earthquake,0.4,0.54,0.148,23,reviewed,hv,hv
2020-04-08T10:34:16.930Z,17.9231,-66.9138,11,3.2,md,16,224,0.0625,0.17,pr,pr2020099016,2020-04-08T12:03:23.592Z,"5km S of Guanica, Puerto Rico",earthquake,0.64,0.48,0.28,11,reviewed,pr,pr
2020-04-08T10:28:26.300Z,17.925,-66.9203,12,3.18,md,15,205,0.0648,0.23,pr,pr2020099015,2020-04-08T18:30:50.821Z,"5km S of Guanica, Puerto Rico",earthquake,0.89,0.44,0.18,12,reviewed,pr,pr
2020-04-08T10:06:24.080Z,17.9658,-66.8363,12,2.86,md,16,183,0.0439,0.17,pr,pr2020099014,2020-04-08T12:01:59.505Z,"3km SSW of Indios, Puerto Rico",earthquake,0.53,0.33,0.18,7,reviewed,pr,pr
2020-04-08T10:02:31.624Z,-15.7848,-177.5674,411.84,5.4,mww,,44,1.562,1.17,us,us70008rje,2020-04-09T10:04:11.727Z,"176km SSE of Sigave, Wallis and Futuna",earthquake,10.7,7,0.075,17,reviewed,us,us
2020-04-08T09:19:02.170Z,17.8613,-66.8723,13,2.69,md,16,223,0.114,0.19,pr,pr2020099013,2020-04-08T09:48:30.200Z,"12km SSE of Guanica, Puerto Rico",earthquake,0.85,0.41,0.17,15,reviewed,pr,pr
2020-04-08T08:52:04.926Z,44.4469,-115.2243,5.05,3.3,ml,,29,0.846,0.78,us,us70008rh4,2020-04-08T14:58:43.040Z,"65km E of Cascade, Idaho",earthquake,5.4,7.2,0.044,68,reviewed,us,us
2020-04-08T08:43:54.850Z,19.6066,-65.5368,47,3.9,md,21,227,1.4974,0.4,pr,pr2020099012,2020-04-08T21:54:59.673Z,"134km NNE of Vieques, Puerto Rico",earthquake,3.07,16.41,0.09,12,reviewed,pr,pr
2020-04-08T07:58:53.413Z,28.3217,142.5272,20.12,4.7,mb,,139,1.258,0.79,us,us70008rgm,2020-04-08T08:16:55.040Z,"140km NNE of Chichi-shima, Japan",earthquake,9.8,5.9,0.085,42,reviewed,us,us
2020-04-08T07:14:19.730Z,17.8318,-66.8838,4,3.17,md,18,233,0.1434,0.21,pr,pr2020099011,2020-04-08T09:30:51.660Z,"15km S of Guanica, Puerto Rico",earthquake,0.64,0.44,0.22,18,reviewed,pr,pr
2020-04-08T07:00:46.468Z,54.4251,-160.8094,10,2.6,ml,,,,0.72,ak,ak0204judiej,2020-04-08T19:09:56.491Z,"90km WSW of Chernabura Island, Alaska",earthquake,,0,,,reviewed,ak,ak
2020-04-08T06:24:22.510Z,17.9395,-66.8241,10,2.73,md,19,192,0.0656,0.23,pr,pr2020099009,2020-04-08T07:44:30.296Z,"6km S of Indios, Puerto Rico",earthquake,0.59,0.51,0.46,17,reviewed,pr,pr
2020-04-08T06:15:16.440Z,17.9985,-66.8135,11,2.56,md,15,152,0.0697,0.22,pr,pr2020099010,2020-04-08T09:39:06.932Z,"0km NE of Indios, Puerto Rico",earthquake,0.44,0.52,0.27,13,reviewed,pr,pr
2020-04-08T05:55:50.754Z,26.6883,126.649,103.53,5,mb,,55,1.459,0.95,us,us70008rei,2020-04-08T12:44:04.674Z,"115km WNW of Naha-shi, Japan",earthquake,7.6,7.6,0.054,109,reviewed,us,us
2020-04-08T05:53:57.473Z,23.405,87.0044,10,4,mb,,217,4.537,1.1,us,us70008s0k,2020-04-10T17:53:36.088Z,"18km NNW of Bankura, India",earthquake,8.7,2,0.259,4,reviewed,us,us
2020-04-08T05:14:21.006Z,44.5377,-115.2389,8.34,2.7,ml,,53,0.772,0.56,us,us70008rdp,2020-04-08T06:02:11.357Z,"63km E of Cascade, Idaho",earthquake,5.5,10.3,0.049,54,reviewed,us,us
2020-04-08T05:09:27.630Z,17.8426,-66.8845,6,3.2,md,19,230,0.1326,0.13,pr,pr2020099008,2020-04-08T06:00:44.964Z,"14km S of Guanica, Puerto Rico",earthquake,0.47,0.33,0.2,19,reviewed,pr,pr
2020-04-08T05:00:48.910Z,18.0111,-66.7678,13,2.48,md,14,143,0.1171,0.18,pr,pr2020099007,2020-04-08T05:30:25.204Z,"0km S of Magas Arriba, Puerto Rico",earthquake,0.55,0.42,0.09,9,reviewed,pr,pr
2020-04-08T04:54:47.262Z,59.597,-138.8093,0,3.1,ml,,,,0.87,ak,ak0204jswrn6,2020-04-08T05:04:56.900Z,"52km E of Yakutat, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-04-08T04:37:51.300Z,17.9646,-66.8206,9,2.68,md,15,188,0.0595,0.13,pr,pr2020099006,2020-04-08T05:31:01.187Z,"3km S of Indios, Puerto Rico",earthquake,0.33,0.5,0.37,10,reviewed,pr,pr
2020-04-08T04:03:49.240Z,33.4988333,-116.5225,10.38,2.63,ml,119,26,0.05894,0.18,ci,ci39142559,2020-04-09T01:03:29.763Z,"15km ESE of Anza, CA",earthquake,0.1,0.19,0.148,117,reviewed,ci,ci
2020-04-08T02:54:17.749Z,44.3312,-115.1438,10,2.5,ml,,63,0.932,0.65,us,us70008rb0,2020-04-08T03:03:05.040Z,"74km ESE of Cascade, Idaho",earthquake,2.4,2,0.05,52,reviewed,us,us
2020-04-08T02:53:37.320Z,33.499,-116.522,10.37,2.64,ml,113,26,0.05883,0.18,ci,ci39142391,2020-04-08T17:27:20.950Z,"15km ESE of Anza, CA",earthquake,0.1,0.19,0.148,107,reviewed,ci,ci
2020-04-08T01:59:39.140Z,51.8971667,178.2186667,6.37,2.57,ml,10,301,0.1883,0.21,av,av62154031,2020-04-10T04:19:27.551Z,"20km WSW of Little Sitkin Island, Alaska",earthquake,3.11,0.74,0.249,7,reviewed,av,av
2020-04-08T01:43:36.800Z,17.9318,-66.8668,11,2.91,md,18,196,0.045,0.2,pr,pr2020099004,2020-04-08T09:38:33.844Z,"5km SSE of Maria Antonia, Puerto Rico",earthquake,0.52,0.45,0.32,18,reviewed,pr,pr
2020-04-08T01:13:50.900Z,17.994,-66.8408,11,2.96,md,19,148,0.0428,0.16,pr,pr2020099003,2020-04-08T09:16:24.063Z,"1km NNE of Indios, Puerto Rico",earthquake,0.39,0.43,0.31,18,reviewed,pr,pr
2020-04-08T01:05:07.720Z,17.9778,-66.8313,11,2.95,md,19,177,0.048,0.12,pr,pr2020099002,2020-04-08T01:32:45.876Z,"2km SW of Indios, Puerto Rico",earthquake,0.32,0.44,0.34,16,reviewed,pr,pr
2020-04-08T01:00:14.260Z,33.4981667,-116.5228333,10.27,3.22,ml,127,26,0.05957,0.18,ci,ci39141967,2020-04-09T03:18:39.192Z,"15km ESE of Anza, CA",earthquake,0.1,0.18,0.148,165,reviewed,ci,ci
2020-04-08T00:36:56.400Z,33.4938333,-116.5156667,9.48,2.48,ml,108,27,0.06478,0.19,ci,ci39141711,2020-04-09T00:25:04.040Z,"16km ESE of Anza, CA",earthquake,0.11,0.25,0.167,44,reviewed,ci,ci
2020-04-08T00:36:09.070Z,33.5081667,-116.5136667,10.85,2.48,ml,36,56,0.05129,0.15,ci,ci37441221,2020-04-09T00:27:43.040Z,"16km ESE of Anza, CA",earthquake,0.21,0.38,0.081,20,reviewed,ci,ci
2020-04-08T00:35:56.820Z,33.5006667,-116.5236667,10.28,3.27,ml,122,26,0.05701,0.18,ci,ci39141695,2020-04-09T00:29:51.040Z,"15km ESE of Anza, CA",earthquake,0.1,0.18,0.165,169,reviewed,ci,ci
2020-04-08T00:30:49.230Z,33.4985,-116.5253333,9.98,3.54,ml,134,26,0.05903,0.19,ci,ci39141591,2020-04-09T00:33:06.040Z,"15km ESE of Anza, CA",earthquake,0.09,0.19,0.147,177,reviewed,ci,ci
2020-04-08T00:07:33.520Z,18.021,-66.7655,14,2.72,md,19,93,0.1226,0.15,pr,pr2020099001,2020-04-08T01:40:46.636Z,"0km NE of Magas Arriba, Puerto Rico",earthquake,0.26,0.42,0.27,17,reviewed,pr,pr
2020-04-08T00:01:56.480Z,17.9418,-66.8335,11,2.81,md,17,191,0.0565,0.19,pr,pr2020099000,2020-04-08T00:21:11.473Z,"5km SSW of Indios, Puerto Rico",earthquake,0.72,0.45,0.31,12,reviewed,pr,pr
2020-04-07T23:34:12.327Z,44.3351,-115.1273,10,2.9,ml,,80,0.928,0.34,us,us70008r6x,2020-04-10T03:09:06.040Z,"73km WSW of Challis, Idaho",earthquake,2,2,0.052,48,reviewed,us,us
2020-04-07T23:22:12.740Z,17.7896,-66.8811,2,3.03,md,18,250,0.1855,0.28,pr,pr2020098029,2020-04-08T00:21:56.681Z,"20km S of Guanica, Puerto Rico",earthquake,1.03,1.13,0.24,16,reviewed,pr,pr
2020-04-07T23:18:15.375Z,44.4477,-115.199,10,2.8,ml,,61,0.857,0.29,us,us70008r6e,2020-04-10T03:05:52.040Z,"67km E of Cascade, Idaho",earthquake,2.4,2,0.051,50,reviewed,us,us
2020-04-07T23:17:13.960Z,17.9215,-66.7526,6,2.97,md,19,195,0.1375,0.19,pr,pr2020098030,2020-04-08T00:28:17.040Z,"11km SSW of Tallaboa, Puerto Rico",earthquake,0.54,0.31,0.22,17,reviewed,pr,pr
2020-04-07T23:02:05.100Z,18.002,-66.8405,11,2.93,md,17,137,0.0471,0.19,pr,pr2020098028,2020-04-08T00:22:31.137Z,"2km WNW of Indios, Puerto Rico",earthquake,0.47,0.5,0.32,12,reviewed,pr,pr
2020-04-07T22:48:07.580Z,51.4085,-173.7068,12.01,3.5,ml,,220,0.9,0.58,us,us70008r6h,2020-04-08T06:50:43.036Z,"94km SSE of Atka, Alaska",earthquake,3.7,9.7,0.128,8,reviewed,us,us
2020-04-07T22:44:51.570Z,17.982,-66.9073,9,2.83,md,19,161,0.0289,0.16,pr,pr2020098027,2020-04-08T01:39:57.142Z,"1km N of Guanica, Puerto Rico",earthquake,0.4,0.48,0.15,15,reviewed,pr,pr
2020-04-07T22:13:20.426Z,57.285,-155.3142,49.8,2.5,ml,,,,0.4,ak,ak0204ifudjw,2020-04-07T22:36:04.040Z,"85km WSW of Larsen Bay, Alaska",earthquake,,2.1,,,automatic,ak,ak
2020-04-07T21:57:17.100Z,18.005,-66.7543,6,2.78,md,17,148,0.1284,0.17,pr,pr2020098025,2020-04-08T00:23:48.473Z,"2km SE of Magas Arriba, Puerto Rico",earthquake,0.39,0.26,0.25,13,reviewed,pr,pr
2020-04-07T21:51:26.516Z,39.8039,73.9581,18.62,4.6,mb,,87,1.69,0.86,us,us70008r3h,2020-04-07T22:17:24.040Z,"61km E of Sary-Tash, Kyrgyzstan",earthquake,6.1,4.9,0.079,47,reviewed,us,us
2020-04-07T21:37:07.140Z,17.9663,-66.8446,12,2.88,md,11,200,0.0357,0.12,pr,pr2020098024,2020-04-08T00:24:16.593Z,"4km SW of Indios, Puerto Rico",earthquake,0.7,0.4,0.01,3,reviewed,pr,pr
2020-04-07T21:28:01.410Z,17.84,-66.8423,6,3.17,md,17,255,0.14,0.19,pr,pr2020098023,2020-04-08T00:24:40.585Z,"16km SSE of Guanica, Puerto Rico",earthquake,0.62,0.42,0.18,6,reviewed,pr,pr
2020-04-07T21:26:06.550Z,36.7726667,-121.4983333,7.66,2.96,md,89,42,0.01982,0.16,nc,nc73365430,2020-04-10T02:55:22.040Z,"9km SSE of San Juan Bautista, CA",earthquake,0.18,0.35,0.167,103,reviewed,nc,nc
2020-04-07T21:06:09.680Z,35.7093333,-121.0613333,5.55,2.69,md,72,129,0.1439,0.08,nc,nc73365420,2020-04-09T00:16:09.040Z,"14km ENE of San Simeon, CA",earthquake,0.2,0.99,0.181,50,reviewed,nc,nc
2020-04-07T20:58:42.833Z,66.2153,-157.195,0,3,ml,,,,0.69,ak,ak0204iex7bv,2020-04-08T16:40:45.040Z,"74km S of Kobuk, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-04-07T20:46:17.104Z,63.0525,-150.7327,118.8,3.1,ml,,,,0.55,ak,ak0204ieukuy,2020-04-08T15:55:14.040Z,"88km NNW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-04-07T20:18:14.750Z,17.8186,-66.8941,5,2.83,md,13,267,0.1572,0.33,pr,pr2020098022,2020-04-07T21:40:42.148Z,"17km S of Guanica, Puerto Rico",earthquake,1.14,0.86,0.29,7,reviewed,pr,pr
2020-04-07T20:17:29.270Z,41.635,-109.8733333,-3.38,2.49,ml,16,154,0.1065,0.2,uu,uu60376107,2020-04-08T13:17:57.340Z,"35km WNW of Green River, Wyoming",earthquake,0.63,0.92,0.276,9,reviewed,uu,uu
2020-04-07T20:16:46.750Z,35.9585,-117.3671667,2.26,2.96,ml,36,52,0.09579,0.13,ci,ci39141103,2020-04-08T16:32:41.410Z,"22km N of Searles Valley, CA",earthquake,0.14,0.36,0.131,105,reviewed,ci,ci
2020-04-07T20:10:01.734Z,-6.3083,148.7672,54.7,4.7,mb,,100,3.464,0.84,us,us70008qz7,2020-04-07T20:50:10.040Z,"87km W of Kandrian, Papua New Guinea",earthquake,10.6,7.7,0.061,92,reviewed,us,us
2020-04-07T19:43:42.950Z,-18.0425,-177.7318,604.78,4.5,mb,,80,3.732,0.63,us,us70008qyg,2020-04-07T21:51:42.040Z,"Fiji region",earthquake,10.3,6.7,0.051,123,reviewed,us,us
2020-04-07T19:05:03.760Z,17.9983,-66.839,11,3.16,md,19,142,0.0464,0.13,pr,pr2020098021,2020-04-07T21:39:18.040Z,"5km SSW of Indios, Puerto Rico",earthquake,0.33,0.39,0.21,14,reviewed,pr,pr
2020-04-07T18:37:59.440Z,17.9786,-66.8978,8,3.09,md,19,189,0.0189,0.13,pr,pr2020098020,2020-04-07T21:22:25.040Z,"3km S of Guanica, Puerto Rico",earthquake,0.48,0.37,0.22,13,reviewed,pr,pr
2020-04-07T18:21:58.735Z,44.4645,-115.1954,1.66,2.6,ml,,62,0.846,1.23,us,us70008qvd,2020-04-07T21:00:24.040Z,"67km E of Cascade, Idaho",earthquake,1.7,2.3,0.043,70,reviewed,us,us
2020-04-07T18:21:33.860Z,17.893,-66.594,14,2.86,md,12,211,0.1503,0.11,pr,pr2020098019,2020-04-07T18:48:04.310Z,"13km S of Ponce, Puerto Rico",earthquake,0.51,0.7,0.11,4,reviewed,pr,pr
2020-04-07T18:16:02.057Z,17.7672,-83.3411,10,4.2,mb,,79,3.697,1.22,us,us70008qvc,2020-04-07T23:10:45.042Z,"73km ENE of Great Swan Island, Honduras",earthquake,5.1,1.9,0.124,19,reviewed,us,us
2020-04-07T17:52:40.100Z,17.9256,-66.911,13,3.03,md,18,213,0.0588,0.13,pr,pr2020098018,2020-04-07T20:31:31.040Z,"3km S of Guanica, Puerto Rico",earthquake,0.89,0.31,0.33,12,reviewed,pr,pr
2020-04-07T17:42:48.098Z,-7.5529,128.5807,140.65,4.6,mb,,58,2.727,1.19,us,us70008qtj,2020-04-07T18:13:50.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,6.7,7.3,0.086,46,reviewed,us,us
2020-04-07T17:42:06.181Z,-31.4269,-71.8267,41.73,4.4,mb,,93,0.741,1.18,us,us70008qtl,2020-04-08T02:43:06.465Z,"66km WNW of Illapel, Chile",earthquake,4.7,9.1,0.218,8,reviewed,us,us
2020-04-07T16:51:23.456Z,4.8085,-82.5627,10,4.8,mb,,156,6.122,0.97,us,us70008qrq,2020-04-07T19:26:52.040Z,"South of Panama",earthquake,9.7,1.9,0.035,254,reviewed,us,us
2020-04-07T16:12:21.447Z,-56.3022,-27.0338,97.6,5.1,mb,,68,5.767,0.67,us,us70008qqj,2020-04-07T17:18:46.040Z,"45km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,9.5,6.4,0.11,27,reviewed,us,us
2020-04-07T15:26:04.480Z,17.968,-67.0685,6,2.57,md,14,257,0.0243,0.13,pr,pr2020098017,2020-04-07T15:52:50.992Z,"2km WSW of La Parguera, Puerto Rico",earthquake,0.57,0.21,0.4,4,reviewed,pr,pr
2020-04-07T15:16:54.021Z,2.0372,96.1959,10,4.2,mb,,210,1.559,0.64,us,us70008qp4,2020-04-07T15:54:09.040Z,"53km SSW of Sinabang, Indonesia",earthquake,9.4,1.8,0.152,12,reviewed,us,us
2020-04-07T14:26:32.360Z,17.9156,-66.8181,12,2.45,md,16,218,0.0853,0.12,pr,pr2020098016,2020-04-07T15:25:56.431Z,"8km S of Indios, Puerto Rico",earthquake,0.64,0.4,0.22,7,reviewed,pr,pr
2020-04-07T13:06:20.600Z,18.078,-66.782,5,2.83,md,11,89,0.1415,0.1,pr,pr2020098014,2020-04-07T15:51:05.232Z,"3km WNW of Santo Domingo, Puerto Rico",earthquake,0.2,0.43,0.11,5,reviewed,pr,pr
2020-04-07T13:00:35.820Z,18.0723,-66.7846,6,3.98,md,19,57,0.1356,0.12,pr,pr2020098013,2020-04-08T13:02:06.983Z,"5km ESE of Adjuntas, Puerto Rico",earthquake,0.21,0.3,0.25,14,reviewed,pr,pr
2020-04-07T12:52:37.290Z,44.3118333,-115.271,8.17,3.03,ml,14,87,0.934,0.31,mb,mb80398914,2020-04-07T17:48:47.830Z,"65km ESE of Cascade, Idaho",earthquake,0.67,1.56,0.207,23,reviewed,mb,mb
2020-04-07T12:32:58.667Z,44.482,-115.1759,10,2.7,ml,,63,0.843,1.03,us,us70008qk7,2020-04-07T17:57:06.520Z,"68km E of Cascade, Idaho",earthquake,2.4,1.7,0.045,64,reviewed,us,us
2020-04-07T12:14:53.803Z,44.2064,-115.1242,10,2.9,ml,,72,0.823,0.53,us,us70008qk0,2020-04-07T15:03:16.410Z,"70km NE of Idaho City, Idaho",earthquake,2.4,2,0.062,34,reviewed,us,us
2020-04-07T12:07:39.040Z,17.9913,-66.9955,7,3.21,md,19,147,0.0534,0.12,pr,pr2020098011,2020-04-07T12:51:34.360Z,"5km ENE of La Parguera, Puerto Rico",earthquake,0.48,0.2,0.22,15,reviewed,pr,pr
2020-04-07T11:32:06.504Z,-15.3064,-173.285,10,5.2,mb,,60,4.781,0.98,us,us70008qjj,2020-04-07T12:02:01.040Z,"86km NE of Hihifo, Tonga",earthquake,10.1,1.9,0.029,386,reviewed,us,us
2020-04-07T11:29:09.326Z,-31.6377,179.5914,425.13,5,mb,,120,3.205,0.76,us,us70008qja,2020-04-07T11:53:58.040Z,"145km W of L'Esperance Rock, New Zealand",earthquake,9.9,7.8,0.046,155,reviewed,us,us
2020-04-07T10:55:28.350Z,17.9885,-66.8533,14,2.62,md,11,165,0.0292,0.18,pr,pr2020098010,2020-04-07T11:12:04.919Z,"3km SE of Palomas, Puerto Rico",earthquake,0.71,0.69,0.06,5,reviewed,pr,pr
2020-04-07T10:43:14.250Z,44.1775,-115.118,10.68,2.8,ml,10,80,0.798,0.32,mb,mb80398819,2020-04-07T18:04:24.100Z,"69km NE of Idaho City, Idaho",earthquake,1.13,2.81,0.379,17,reviewed,mb,mb
2020-04-07T10:39:04.581Z,29.2716,95.1414,25.16,4.4,mb,,114,3.526,0.4,us,us70008qir,2020-04-07T12:09:25.040Z,"17km WSW of Motuo, China",earthquake,10.8,6.1,0.099,29,reviewed,us,us
2020-04-07T10:25:48.170Z,17.992,-66.723,10,2.48,md,14,159,0.1273,0.12,pr,pr2020098008,2020-04-07T10:44:25.518Z,"0km WSW of Tallaboa, Puerto Rico",earthquake,0.34,0.31,0.53,6,reviewed,pr,pr
2020-04-07T10:18:03.332Z,-31.4798,-71.6698,35,4.5,mwr,,126,0.635,0.87,us,us70008qib,2020-04-07T12:22:37.486Z,"50km WNW of Illapel, Chile",earthquake,4.3,1.9,,,reviewed,us,guc
2020-04-07T09:58:04.880Z,17.9333,-66.8398,11,3.08,md,19,207,0.0574,0.08,pr,pr2020098007,2020-04-07T12:23:26.040Z,"8km S of Indios, Puerto Rico",earthquake,0.43,0.42,0.27,14,reviewed,pr,pr
2020-04-07T09:56:38.560Z,48.2768333333333,-121.664833333333,14.51,2.69,ml,13,84,0.1919,0.16,uw,uw61594802,2020-04-08T09:26:18.792Z,"5km WNW of Darrington, Washington",earthquake,0.39,1.43,0.0450880020984399,3,reviewed,uw,uw
2020-04-07T09:53:45.160Z,44.385,-115.2444,10,2.5,ml,,99,0.885,0.93,us,us70008qhz,2020-04-07T11:25:50.040Z,"65km ESE of Cascade, Idaho",earthquake,2.2,2,0.053,46,reviewed,us,us
2020-04-07T09:18:31.367Z,44.3294,-115.2364,10,3.6,ml,,85,0.933,0.49,us,us70008qgu,2020-04-08T09:19:34.557Z,"67km ESE of Cascade, Idaho",earthquake,1.9,2,0.036,104,reviewed,us,us
2020-04-07T09:15:34.393Z,28.0327,-111.9821,10,4.3,mb,,160,3.745,1.13,us,us70008qgs,2020-04-07T10:17:19.040Z,"84km NNE of Santa Rosalia, Mexico",earthquake,5.5,2,0.238,5,reviewed,us,us
2020-04-07T09:08:26.420Z,44.3693333,-115.1841667,10.34,3.42,ml,10,82,0.924,0.28,mb,mb80398719,2020-04-07T16:35:03.510Z,"70km ESE of Cascade, Idaho",earthquake,0.84,1.43,0.221,21,reviewed,mb,mb
2020-04-07T09:07:03.330Z,17.93,-66.8406,12,2.61,md,12,219,0.0594,0.14,pr,pr2020098006,2020-04-07T10:27:24.149Z,"7km SSW of Indios, Puerto Rico",earthquake,0.68,0.43,0.16,8,reviewed,pr,pr
2020-04-07T08:57:56.754Z,44.504,-115.2316,5.34,3.5,ml,,78,0.8,0.94,us,us70008qgg,2020-04-08T08:59:00.776Z,"64km E of Cascade, Idaho",earthquake,5.9,7.2,0.046,62,reviewed,us,us
2020-04-07T08:27:20.170Z,35.673,-117.5238333,9.43,2.68,ml,38,61,0.1149,0.14,ci,ci39139775,2020-04-07T16:08:04.467Z,"15km ENE of Ridgecrest, CA",earthquake,0.15,0.43,0.124,85,reviewed,ci,ci
2020-04-07T08:02:59.733Z,-9.3435,112.337,47.31,4.9,mb,,100,1.992,1.18,us,us70008qfi,2020-04-07T08:36:57.040Z,"112km SSW of Krajan Tambakrejo, Indonesia",earthquake,8.3,7.6,0.081,48,reviewed,us,us
2020-04-07T07:08:29.905Z,44.3817,-115.1979,10,3.1,ml,,29,0.908,0.73,us,us70008qeu,2020-04-08T17:20:22.950Z,"68km ESE of Cascade, Idaho",earthquake,2.5,2,0.034,114,reviewed,us,us
2020-04-07T06:27:21.357Z,49.1524,157.9316,37.86,5.2,mb,,66,3.902,0.74,us,us70008qec,2020-04-07T06:55:46.040Z,"213km SE of Severo-Kuril'sk, Russia",earthquake,8.5,5.2,0.023,632,reviewed,us,us
2020-04-07T06:27:08.500Z,17.9276,-66.8921,6,2.79,md,17,200,0.0492,0.21,pr,pr2020098003,2020-04-07T09:15:48.123Z,"5km SSE of Guanica, Puerto Rico",earthquake,0.63,0.39,0.18,13,reviewed,pr,pr
2020-04-07T05:12:02.864Z,32.5775,132.091,42.34,4.8,mb,,77,1.752,1.1,us,us70008qdk,2020-04-07T05:30:27.040Z,"39km E of Nobeoka, Japan",earthquake,6.3,6.9,0.055,103,reviewed,us,us
